Geography,Name,Median Household Income,Poverty Rate (%),Unemployment Rate (%),Bachelor's Degree or Higher (%)
8600000US48095,ZCTA5 48095,96810,4.4,5.6,31.9
8600000US48096,ZCTA5 48096,78326,6.3,5.0,23.4
8600000US48097,ZCTA5 48097,46925,14.0,7.5,13.3
8600000US48098,ZCTA5 48098,108281,3.8,3.8,66.0
8600000US48101,ZCTA5 48101,60767,7.2,6.2,23.0
8600000US48103,ZCTA5 48103,78631,9.3,3.5,69.0
8600000US48104,ZCTA5 48104,48487,36.5,4.2,74.1
8600000US48105,ZCTA5 48105,60999,18.4,4.3,76.5
8600000US48108,ZCTA5 48108,59606,12.1,5.2,56.3
8600000US48109,ZCTA5 48109,-,58.3,7.2,46.0
8600000US48111,ZCTA5 48111,53647,13.6,6.2,23.3
8600000US48114,ZCTA5 48114,86298,4.3,4.9,42.4
8600000US48116,ZCTA5 48116,76900,4.9,5.0,42.9
8600000US48117,ZCTA5 48117,56130,11.8,6.5,13.9
8600000US48118,ZCTA5 48118,70502,5.4,3.4,43.4
8600000US48120,ZCTA5 48120,45805,29.2,7.1,30.5
8600000US48122,ZCTA5 48122,33735,28.5,8.7,9.6
8600000US48124,ZCTA5 48124,59620,8.3,4.6,35.1
8600000US48125,ZCTA5 48125,47146,18.7,8.3,12.4
8600000US48126,ZCTA5 48126,28524,46.1,8.3,19.7
8600000US48127,ZCTA5 48127,43652,19.9,7.3,25.3
8600000US48128,ZCTA5 48128,76354,7.7,4.3,44.0
8600000US48130,ZCTA5 48130,93977,3.2,4.8,57.6
8600000US48131,ZCTA5 48131,53839,11.5,6.0,18.4
8600000US48133,ZCTA5 48133,50444,8.6,6.4,12.0
8600000US48134,ZCTA5 48134,61312,11.0,7.5,21.8
8600000US48135,ZCTA5 48135,51498,11.0,7.3,11.8
8600000US48137,ZCTA5 48137,71888,4.1,5.4,30.5
8600000US48138,ZCTA5 48138,92674,3.9,4.1,44.9
8600000US48139,ZCTA5 48139,42404,3.5,0.0,47.8
8600000US48140,ZCTA5 48140,76033,3.3,6.2,19.6
8600000US48141,ZCTA5 48141,27849,37.0,11.8,10.4
8600000US48143,ZCTA5 48143,-,-,-,-
8600000US48144,ZCTA5 48144,67347,5.2,7.4,27.8
8600000US48145,ZCTA5 48145,69283,9.5,6.0,17.3
8600000US48146,ZCTA5 48146,40032,19.1,8.1,8.3
8600000US48150,ZCTA5 48150,65060,5.7,5.7,30.5
8600000US48152,ZCTA5 48152,67509,8.2,4.5,37.8
8600000US48154,ZCTA5 48154,72394,4.6,4.6,37.8
8600000US48157,ZCTA5 48157,52986,19.0,7.5,18.4
8600000US48158,ZCTA5 48158,69792,10.5,5.1,33.9
8600000US48159,ZCTA5 48159,62784,10.8,4.3,11.3
8600000US48160,ZCTA5 48160,69085,5.9,5.4,25.5
8600000US48161,ZCTA5 48161,43565,18.2,5.9,15.2
8600000US48162,ZCTA5 48162,48156,15.6,6.4,18.1
8600000US48164,ZCTA5 48164,77909,7.5,5.6,24.9
8600000US48165,ZCTA5 48165,60208,5.6,5.6,32.8
8600000US48166,ZCTA5 48166,63431,10.6,6.9,16.4
8600000US48167,ZCTA5 48167,80012,5.3,6.1,53.9
8600000US48168,ZCTA5 48168,129821,2.2,2.9,61.7
8600000US48169,ZCTA5 48169,74009,5.1,5.0,29.9
8600000US48170,ZCTA5 48170,77191,4.9,4.3,50.2
8600000US48173,ZCTA5 48173,68806,7.6,6.4,19.7
8600000US48174,ZCTA5 48174,44918,18.7,10.3,11.7
8600000US48176,ZCTA5 48176,89063,4.0,3.9,55.6
8600000US48177,ZCTA5 48177,50703,24.6,0.0,12.4
8600000US48178,ZCTA5 48178,74158,4.6,4.6,38.6
8600000US48179,ZCTA5 48179,63036,10.0,7.2,16.1
8600000US48180,ZCTA5 48180,41742,20.7,10.0,9.6
8600000US48182,ZCTA5 48182,62505,8.8,5.5,25.0
8600000US48183,ZCTA5 48183,57623,9.8,5.5,25.1
8600000US48184,ZCTA5 48184,39390,20.8,8.9,11.7
8600000US48185,ZCTA5 48185,43405,13.7,6.7,20.0
8600000US48186,ZCTA5 48186,44632,18.3,8.3,14.5
8600000US48187,ZCTA5 48187,76832,6.2,5.2,45.4
8600000US48188,ZCTA5 48188,90099,6.4,5.6,47.1
8600000US48189,ZCTA5 48189,58549,7.4,4.8,30.1
8600000US48190,ZCTA5 48190,53571,0.0,17.7,41.2
8600000US48191,ZCTA5 48191,67346,9.2,6.7,14.3
8600000US48192,ZCTA5 48192,51074,11.4,7.0,16.5
8600000US48193,ZCTA5 48193,49922,11.0,5.2,21.1
8600000US48195,ZCTA5 48195,48924,11.0,6.0,16.3
8600000US48197,ZCTA5 48197,50083,19.1,7.3,39.6
8600000US48198,ZCTA5 48198,40924,19.8,9.2,25.8
8600000US48201,ZCTA5 48201,12851,53.7,10.9,24.1
8600000US48202,ZCTA5 48202,19907,39.6,13.8,23.0
8600000US48203,ZCTA5 48203,22891,39.0,15.3,12.3
8600000US48204,ZCTA5 48204,21583,43.6,16.7,8.2
8600000US48205,ZCTA5 48205,27317,39.2,18.9,6.3
8600000US48206,ZCTA5 48206,20702,44.9,16.6,13.8
8600000US48207,ZCTA5 48207,25340,41.6,12.7,24.9
8600000US48208,ZCTA5 48208,18660,48.9,12.6,15.7
8600000US48209,ZCTA5 48209,26346,39.6,11.5,3.8
8600000US48210,ZCTA5 48210,25946,45.7,14.9,4.0
8600000US48211,ZCTA5 48211,19058,48.7,10.1,7.2
8600000US48212,ZCTA5 48212,23592,50.3,11.3,11.1
8600000US48213,ZCTA5 48213,20914,49.9,16.0,6.4
8600000US48214,ZCTA5 48214,24274,38.5,13.3,16.6
8600000US48215,ZCTA5 48215,21633,44.5,14.8,9.8
8600000US48216,ZCTA5 48216,22762,38.1,10.5,17.6
8600000US48217,ZCTA5 48217,23424,42.6,11.7,7.3
8600000US48218,ZCTA5 48218,26661,39.4,14.1,7.3
8600000US48219,ZCTA5 48219,30979,34.6,15.6,15.6
8600000US48220,ZCTA5 48220,47284,19.3,8.6,37.9
8600000US48221,ZCTA5 48221,37693,23.6,12.5,26.2
8600000US48223,ZCTA5 48223,32946,32.3,13.4,15.0
8600000US48224,ZCTA5 48224,30262,38.1,15.9,16.3
8600000US48225,ZCTA5 48225,47359,14.7,8.5,24.5
8600000US48226,ZCTA5 48226,35320,25.1,7.1,38.0
8600000US48227,ZCTA5 48227,29027,36.8,11.9,10.8
8600000US48228,ZCTA5 48228,23767,46.6,16.0,9.2
8600000US48229,ZCTA5 48229,29637,29.8,13.9,9.0
8600000US48230,ZCTA5 48230,99714,4.3,4.6,67.4
8600000US48233,ZCTA5 48233,-,-,-,-
8600000US48234,ZCTA5 48234,26110,42.9,20.6,7.9
8600000US48235,ZCTA5 48235,29384,34.5,11.5,14.3
8600000US48236,ZCTA5 48236,94515,5.9,5.2,59.4
8600000US48237,ZCTA5 48237,47292,18.6,9.1,28.6
8600000US48238,ZCTA5 48238,23109,43.5,15.0,9.1
8600000US48239,ZCTA5 48239,50346,15.4,9.2,20.1
8600000US48240,ZCTA5 48240,48454,12.5,9.7,16.7
8600000US48242,ZCTA5 48242,-,-,-,-
8600000US48243,ZCTA5 48243,-,-,-,-
8600000US48301,ZCTA5 48301,117813,5.8,3.7,73.3
8600000US48302,ZCTA5 48302,115505,6.5,3.8,68.2
8600000US48304,ZCTA5 48304,107345,4.8,4.7,71.0
8600000US48306,ZCTA5 48306,122446,2.7,4.1,63.7
8600000US48307,ZCTA5 48307,67162,8.2,5.4,49.8
8600000US48309,ZCTA5 48309,88161,4.5,4.4,53.9
8600000US48310,ZCTA5 48310,53885,18.2,6.9,26.0
8600000US48312,ZCTA5 48312,57289,9.9,6.1,26.8
8600000US48313,ZCTA5 48313,61781,11.1,6.9,24.5
8600000US48314,ZCTA5 48314,61018,10.0,5.8,31.7
8600000US48315,ZCTA5 48315,70210,8.7,5.4,30.3
8600000US48316,ZCTA5 48316,72261,8.1,5.9,34.2
8600000US48317,ZCTA5 48317,53279,11.7,5.2,27.0
8600000US48320,ZCTA5 48320,49036,16.4,8.4,41.5
8600000US48322,ZCTA5 48322,80113,8.6,5.5,52.1
8600000US48323,ZCTA5 48323,108816,3.1,3.9,59.4
8600000US48324,ZCTA5 48324,95290,5.4,5.2,57.1
8600000US48326,ZCTA5 48326,53409,12.6,6.8,40.6
8600000US48327,ZCTA5 48327,51181,12.6,7.3,26.1
8600000US48328,ZCTA5 48328,45689,17.0,6.7,24.5
8600000US48329,ZCTA5 48329,67376,8.3,5.9,27.0
8600000US48331,ZCTA5 48331,98046,5.9,3.0,62.9
8600000US48334,ZCTA5 48334,67400,10.5,4.7,54.1
8600000US48335,ZCTA5 48335,63597,4.9,3.4,57.0
8600000US48336,ZCTA5 48336,54901,10.0,4.9,39.8
8600000US48340,ZCTA5 48340,29572,33.7,12.2,8.9
8600000US48341,ZCTA5 48341,32437,28.2,10.5,16.0
8600000US48342,ZCTA5 48342,19532,51.4,16.4,8.2
8600000US48346,ZCTA5 48346,62998,7.6,6.7,34.1
8600000US48348,ZCTA5 48348,94932,7.8,6.5,45.2
8600000US48350,ZCTA5 48350,79735,6.1,9.7,32.1
8600000US48353,ZCTA5 48353,73507,5.3,6.9,29.9
8600000US48356,ZCTA5 48356,67463,6.3,4.6,27.5
8600000US48357,ZCTA5 48357,72520,11.1,7.6,27.9
8600000US48359,ZCTA5 48359,62971,12.4,7.3,31.2
8600000US48360,ZCTA5 48360,90980,5.1,5.6,49.7
8600000US48362,ZCTA5 48362,76841,7.3,6.0,35.9
8600000US48363,ZCTA5 48363,103955,4.1,4.6,42.1
8600000US48367,ZCTA5 48367,72755,11.2,10.1,25.8
8600000US48370,ZCTA5 48370,93542,3.6,5.4,45.6
8600000US48371,ZCTA5 48371,72362,7.0,5.9,34.8
8600000US48374,ZCTA5 48374,142038,4.9,3.6,68.4
8600000US48375,ZCTA5 48375,81233,5.2,3.9,53.8
8600000US48377,ZCTA5 48377,57032,9.7,4.5,47.9
8600000US48380,ZCTA5 48380,90302,2.5,4.3,45.4
8600000US48381,ZCTA5 48381,76409,6.8,6.9,39.7
8600000US48382,ZCTA5 48382,92021,5.4,5.0,47.6
8600000US48383,ZCTA5 48383,71047,10.2,4.7,27.7
8600000US48386,ZCTA5 48386,72475,5.5,5.7,34.2
8600000US48390,ZCTA5 48390,65338,8.7,5.9,35.9
8600000US48393,ZCTA5 48393,48210,15.0,6.4,35.5
8600000US48397,ZCTA5 48397,-,-,-,-
8600000US48401,ZCTA5 48401,39000,15.9,5.6,10.7
8600000US48411,ZCTA5 48411,6250,64.6,16.9,0.0
8600000US48412,ZCTA5 48412,53784,11.4,7.6,9.4
8600000US48413,ZCTA5 48413,41709,18.3,6.9,14.9
8600000US48414,ZCTA5 48414,49911,10.5,7.5,12.2
8600000US48415,ZCTA5 48415,56752,9.9,7.2,16.2
8600000US48416,ZCTA5 48416,44231,16.4,6.8,8.6
8600000US48417,ZCTA5 48417,48333,9.2,6.5,11.8
8600000US48418,ZCTA5 48418,61289,7.7,5.2,16.2
8600000US48419,ZCTA5 48419,40518,17.1,7.7,11.8
8600000US48420,ZCTA5 48420,49873,12.8,8.2,15.8
8600000US48421,ZCTA5 48421,54805,10.5,10.4,14.4
8600000US48422,ZCTA5 48422,39306,14.8,7.5,10.2
8600000US48423,ZCTA5 48423,50741,10.8,6.1,21.3
8600000US48426,ZCTA5 48426,41912,23.8,12.4,6.2
8600000US48427,ZCTA5 48427,41417,19.3,6.6,11.4
8600000US48428,ZCTA5 48428,67950,8.4,6.3,21.5
8600000US48429,ZCTA5 48429,42794,16.7,6.7,9.7
8600000US48430,ZCTA5 48430,62105,9.4,5.3,31.7
8600000US48432,ZCTA5 48432,47417,9.8,3.3,11.7
8600000US48433,ZCTA5 48433,58310,11.1,6.8,27.5
8600000US48434,ZCTA5 48434,46250,0.0,4.9,25.6
8600000US48435,ZCTA5 48435,46667,13.4,11.0,8.9
8600000US48436,ZCTA5 48436,64420,7.2,5.0,14.7
8600000US48437,ZCTA5 48437,58750,16.8,11.2,13.5
8600000US48438,ZCTA5 48438,73711,5.8,5.8,33.6
8600000US48439,ZCTA5 48439,59869,9.6,5.8,36.9
8600000US48440,ZCTA5 48440,70738,26.6,15.9,5.4
8600000US48441,ZCTA5 48441,39523,19.9,6.0,14.7
8600000US48442,ZCTA5 48442,67069,7.4,8.4,25.1
8600000US48444,ZCTA5 48444,48286,14.6,6.6,13.6
8600000US48445,ZCTA5 48445,33355,24.9,5.6,9.3
8600000US48446,ZCTA5 48446,50007,13.8,6.7,17.6
8600000US48449,ZCTA5 48449,49621,9.8,6.1,11.3
8600000US48450,ZCTA5 48450,44045,14.2,6.9,18.9
8600000US48451,ZCTA5 48451,66994,8.9,6.1,27.6
8600000US48453,ZCTA5 48453,38786,20.0,8.1,9.1
8600000US48454,ZCTA5 48454,46012,19.6,10.0,9.3
8600000US48455,ZCTA5 48455,68475,6.5,5.0,30.9
8600000US48456,ZCTA5 48456,49028,6.5,10.3,7.3
8600000US48457,ZCTA5 48457,41333,18.8,8.5,8.8
8600000US48458,ZCTA5 48458,33694,28.7,12.1,9.3
8600000US48460,ZCTA5 48460,52845,10.8,3.3,16.5
8600000US48461,ZCTA5 48461,51387,11.7,9.0,12.4
8600000US48462,ZCTA5 48462,77172,8.4,6.9,27.7
8600000US48463,ZCTA5 48463,48254,8.6,5.7,10.1
8600000US48464,ZCTA5 48464,56285,12.6,8.5,12.7
8600000US48465,ZCTA5 48465,49125,6.6,5.2,14.1
8600000US48466,ZCTA5 48466,43958,9.9,5.1,7.8
8600000US48467,ZCTA5 48467,39848,17.3,7.1,17.0
8600000US48468,ZCTA5 48468,39301,13.7,5.1,11.4
8600000US48469,ZCTA5 48469,50192,12.3,3.3,22.6
8600000US48470,ZCTA5 48470,45521,6.9,4.1,9.2
8600000US48471,ZCTA5 48471,36563,15.0,7.2,12.1
8600000US48472,ZCTA5 48472,44338,13.3,5.3,8.5
8600000US48473,ZCTA5 48473,56375,10.5,5.4,20.0
8600000US48475,ZCTA5 48475,43650,10.5,3.9,12.7
8600000US48476,ZCTA5 48476,53958,15.7,6.7,16.5
8600000US48502,ZCTA5 48502,29519,47.5,1.8,10.6
8600000US48503,ZCTA5 48503,25467,39.0,12.0,18.8
8600000US48504,ZCTA5 48504,28422,40.4,12.0,11.9
8600000US48505,ZCTA5 48505,20829,45.8,16.4,5.4
8600000US48506,ZCTA5 48506,32888,31.3,10.2,7.2
8600000US48507,ZCTA5 48507,31982,28.9,11.3,12.4
8600000US48509,ZCTA5 48509,51355,13.8,8.9,17.6
8600000US48519,ZCTA5 48519,40745,15.1,10.6,14.1
8600000US48529,ZCTA5 48529,29956,34.3,11.7,7.1
8600000US48532,ZCTA5 48532,41246,19.4,8.0,19.4
8600000US48551,ZCTA5 48551,-,-,-,-
8600000US48553,ZCTA5 48553,-,-,-,-
8600000US48554,ZCTA5 48554,-,-,-,-
8600000US48601,ZCTA5 48601,26578,35.9,11.3,8.5
8600000US48602,ZCTA5 48602,34942,27.6,11.4,14.2
8600000US48603,ZCTA5 48603,49015,10.0,3.7,34.3
8600000US48604,ZCTA5 48604,45718,19.6,7.8,18.9
8600000US48607,ZCTA5 48607,20833,51.8,9.7,14.8
8600000US48609,ZCTA5 48609,54467,6.0,3.9,21.8
8600000US48610,ZCTA5 48610,40795,22.4,8.1,7.9
8600000US48611,ZCTA5 48611,64353,5.3,4.9,25.4
8600000US48612,ZCTA5 48612,37939,18.0,7.6,10.6
8600000US48613,ZCTA5 48613,39750,12.1,6.9,11.2
8600000US48614,ZCTA5 48614,47841,21.8,4.9,9.5
8600000US48615,ZCTA5 48615,47703,15.0,5.6,10.3
8600000US48616,ZCTA5 48616,43530,13.3,7.5,14.2
8600000US48617,ZCTA5 48617,39102,24.9,7.3,16.5
8600000US48618,ZCTA5 48618,42485,18.7,7.2,11.2
8600000US48619,ZCTA5 48619,36250,12.1,9.5,12.4
8600000US48621,ZCTA5 48621,30625,14.9,5.2,14.4
8600000US48622,ZCTA5 48622,39578,19.3,6.5,11.7
8600000US48623,ZCTA5 48623,68531,5.7,3.8,28.7
8600000US48624,ZCTA5 48624,36734,21.5,5.7,13.7
8600000US48625,ZCTA5 48625,30015,31.7,8.7,7.8
8600000US48626,ZCTA5 48626,61768,5.8,4.4,19.3
8600000US48627,ZCTA5 48627,42031,9.6,0.0,25.9
8600000US48628,ZCTA5 48628,41477,13.3,4.5,17.5
8600000US48629,ZCTA5 48629,30380,22.0,7.3,10.3
8600000US48630,ZCTA5 48630,29028,0.0,0.0,0.0
8600000US48631,ZCTA5 48631,55844,10.6,4.6,15.7
8600000US48632,ZCTA5 48632,35184,25.8,9.2,8.9
8600000US48633,ZCTA5 48633,34773,20.9,8.8,14.9
8600000US48634,ZCTA5 48634,53333,13.1,5.3,17.9
8600000US48635,ZCTA5 48635,37500,14.6,3.8,9.3
8600000US48636,ZCTA5 48636,33269,9.2,4.9,7.9
8600000US48637,ZCTA5 48637,49321,10.5,4.7,16.5
8600000US48638,ZCTA5 48638,52056,12.3,4.4,31.4
8600000US48640,ZCTA5 48640,54195,13.9,4.9,34.0
8600000US48642,ZCTA5 48642,54015,12.1,5.4,38.3
8600000US48647,ZCTA5 48647,33174,21.8,8.0,9.4
8600000US48649,ZCTA5 48649,55815,8.4,5.6,10.9
8600000US48650,ZCTA5 48650,44722,13.6,7.2,12.6
8600000US48651,ZCTA5 48651,34111,22.5,4.3,12.4
8600000US48652,ZCTA5 48652,44250,11.8,4.7,10.8
8600000US48653,ZCTA5 48653,39259,20.2,5.7,18.4
8600000US48654,ZCTA5 48654,33698,26.1,6.9,10.6
8600000US48655,ZCTA5 48655,49912,11.3,4.9,13.7
8600000US48656,ZCTA5 48656,29220,24.8,7.7,7.8
8600000US48657,ZCTA5 48657,50980,13.0,5.3,21.4
8600000US48658,ZCTA5 48658,37115,21.6,8.1,11.5
8600000US48659,ZCTA5 48659,41250,18.1,6.2,10.6
8600000US48661,ZCTA5 48661,39176,15.0,5.5,15.9
8600000US48662,ZCTA5 48662,50893,7.6,5.1,11.0
8600000US48667,ZCTA5 48667,-,-,-,-
8600000US48701,ZCTA5 48701,39750,17.6,12.7,6.0
8600000US48703,ZCTA5 48703,37648,18.1,6.1,14.8
8600000US48705,ZCTA5 48705,31750,28.3,9.0,9.8
8600000US48706,ZCTA5 48706,45438,13.8,5.0,18.6
8600000US48708,ZCTA5 48708,38399,23.4,8.7,18.3
8600000US48710,ZCTA5 48710,-,-,-,-
8600000US48720,ZCTA5 48720,40000,8.5,5.6,11.2
8600000US48721,ZCTA5 48721,39107,20.5,6.1,14.5
8600000US48722,ZCTA5 48722,44286,10.8,4.7,14.7
8600000US48723,ZCTA5 48723,42707,18.2,6.2,16.5
8600000US48724,ZCTA5 48724,38409,18.4,16.1,18.3
8600000US48725,ZCTA5 48725,33306,15.3,6.2,12.1
8600000US48726,ZCTA5 48726,46505,14.9,5.3,13.3
8600000US48727,ZCTA5 48727,43042,19.8,9.7,4.6
8600000US48728,ZCTA5 48728,34250,10.0,1.8,13.2
8600000US48729,ZCTA5 48729,41250,16.1,9.2,7.8
8600000US48730,ZCTA5 48730,42411,16.7,5.4,21.9
8600000US48731,ZCTA5 48731,38095,16.9,4.9,14.3
8600000US48732,ZCTA5 48732,51217,16.3,6.4,23.1
8600000US48733,ZCTA5 48733,41065,15.9,4.2,13.3
8600000US48734,ZCTA5 48734,51936,5.8,2.8,39.2
8600000US48735,ZCTA5 48735,39659,18.4,3.5,11.0
8600000US48737,ZCTA5 48737,32037,20.2,10.0,11.5
8600000US48738,ZCTA5 48738,43300,9.7,5.9,17.9
8600000US48739,ZCTA5 48739,37206,20.3,6.5,9.3
8600000US48740,ZCTA5 48740,37669,15.9,3.8,14.7
8600000US48741,ZCTA5 48741,43654,17.1,8.7,13.6
8600000US48742,ZCTA5 48742,38750,15.4,4.2,17.3
8600000US48743,ZCTA5 48743,37750,0.0,0.0,0.0
8600000US48744,ZCTA5 48744,44500,9.5,5.4,9.2
8600000US48745,ZCTA5 48745,39167,17.3,7.7,3.8
8600000US48746,ZCTA5 48746,44858,15.9,8.0,10.0
8600000US48747,ZCTA5 48747,62232,6.1,7.1,12.8
8600000US48748,ZCTA5 48748,36953,11.5,7.2,6.4
8600000US48749,ZCTA5 48749,40781,15.5,7.0,7.8
8600000US48750,ZCTA5 48750,33497,20.7,7.9,16.5
8600000US48754,ZCTA5 48754,45563,14.4,4.8,9.2
8600000US48755,ZCTA5 48755,43839,13.5,3.8,21.8
8600000US48756,ZCTA5 48756,27043,34.3,7.3,5.6
8600000US48757,ZCTA5 48757,52444,9.6,2.1,19.6
8600000US48759,ZCTA5 48759,46649,10.0,5.0,11.9
8600000US48760,ZCTA5 48760,39196,16.7,7.0,8.2
8600000US48761,ZCTA5 48761,29500,19.6,5.4,4.5
8600000US48762,ZCTA5 48762,50000,8.3,3.1,15.1
8600000US48763,ZCTA5 48763,44495,11.1,5.4,16.9
8600000US48765,ZCTA5 48765,32950,16.8,6.7,8.8
8600000US48766,ZCTA5 48766,33750,25.5,9.0,8.0
8600000US48767,ZCTA5 48767,55529,7.3,6.0,17.4
8600000US48768,ZCTA5 48768,45768,13.8,8.1,13.4
8600000US48770,ZCTA5 48770,33611,29.9,5.2,5.0
8600000US48801,ZCTA5 48801,38552,23.9,8.1,21.4
8600000US48806,ZCTA5 48806,47829,13.1,7.3,12.8
8600000US48807,ZCTA5 48807,51250,8.6,5.8,9.7
8600000US48808,ZCTA5 48808,68736,10.7,3.5,38.5
8600000US48809,ZCTA5 48809,45630,18.7,7.3,13.3
8600000US48811,ZCTA5 48811,41569,18.5,3.1,11.0
8600000US48813,ZCTA5 48813,55233,11.8,6.3,17.6
8600000US48815,ZCTA5 48815,57674,7.6,6.5,16.5
8600000US48816,ZCTA5 48816,40750,0.0,30.5,7.4
8600000US48817,ZCTA5 48817,47104,15.3,7.7,15.8
8600000US48818,ZCTA5 48818,40549,15.8,10.6,10.7
8600000US48819,ZCTA5 48819,66705,8.4,6.9,19.8
8600000US48820,ZCTA5 48820,71998,4.7,3.4,39.2
8600000US48821,ZCTA5 48821,59403,4.1,3.8,24.2
8600000US48822,ZCTA5 48822,77371,3.2,3.0,26.1
8600000US48823,ZCTA5 48823,39412,37.6,4.7,65.4
8600000US48825,ZCTA5 48825,-,-,4.4,61.9
8600000US48827,ZCTA5 48827,57108,13.7,6.3,17.8
8600000US48829,ZCTA5 48829,37308,20.4,4.4,15.6
8600000US48831,ZCTA5 48831,47609,15.9,8.8,9.1
8600000US48832,ZCTA5 48832,43750,24.1,3.0,17.1
8600000US48834,ZCTA5 48834,47964,14.4,9.7,9.7
8600000US48835,ZCTA5 48835,66739,8.0,4.1,18.3
8600000US48836,ZCTA5 48836,61851,10.2,5.3,16.2
8600000US48837,ZCTA5 48837,65979,5.5,4.8,31.0
8600000US48838,ZCTA5 48838,41453,20.6,5.9,18.6
8600000US48840,ZCTA5 48840,56810,11.3,4.7,50.8
8600000US48841,ZCTA5 48841,52727,16.5,3.9,9.3
8600000US48842,ZCTA5 48842,52526,10.5,6.3,31.3
8600000US48843,ZCTA5 48843,67162,7.8,4.8,31.2
8600000US48845,ZCTA5 48845,45313,16.2,8.3,6.1
8600000US48846,ZCTA5 48846,39936,19.3,7.4,11.0
8600000US48847,ZCTA5 48847,43837,11.9,3.6,14.5
8600000US48848,ZCTA5 48848,61826,5.8,3.9,24.4
8600000US48849,ZCTA5 48849,49899,14.3,5.1,15.4
8600000US48850,ZCTA5 48850,36857,23.0,9.7,12.3
8600000US48851,ZCTA5 48851,54329,13.1,6.3,13.4
8600000US48852,ZCTA5 48852,47917,11.5,7.3,10.7
8600000US48853,ZCTA5 48853,47500,12.9,7.0,12.7
8600000US48854,ZCTA5 48854,67557,6.4,3.7,28.3
8600000US48855,ZCTA5 48855,75310,3.6,4.8,26.0
8600000US48856,ZCTA5 48856,42083,17.1,6.2,9.4
8600000US48857,ZCTA5 48857,59788,10.6,4.1,11.9
8600000US48858,ZCTA5 48858,32640,39.2,7.7,33.1
8600000US48860,ZCTA5 48860,47545,14.0,8.8,4.3
8600000US48861,ZCTA5 48861,48125,13.3,5.1,11.7
8600000US48864,ZCTA5 48864,75655,11.4,4.0,71.4
8600000US48865,ZCTA5 48865,35625,25.2,7.3,8.1
8600000US48866,ZCTA5 48866,51563,15.9,5.2,13.9
8600000US48867,ZCTA5 48867,40994,19.9,7.4,16.0
8600000US48870,ZCTA5 48870,51667,29.2,8.0,8.0
8600000US48871,ZCTA5 48871,59444,10.2,3.5,13.2
8600000US48872,ZCTA5 48872,50227,14.6,8.8,15.7
8600000US48873,ZCTA5 48873,60903,4.9,4.1,17.5
8600000US48874,ZCTA5 48874,36838,14.6,1.3,19.4
8600000US48875,ZCTA5 48875,62363,7.8,4.9,22.7
8600000US48876,ZCTA5 48876,56840,11.7,5.7,18.9
8600000US48877,ZCTA5 48877,39659,26.4,6.6,6.0
8600000US48878,ZCTA5 48878,47065,13.0,6.7,18.3
8600000US48879,ZCTA5 48879,52478,10.6,4.8,19.2
8600000US48880,ZCTA5 48880,36096,19.4,3.7,8.6
8600000US48881,ZCTA5 48881,48226,14.1,4.4,17.4
8600000US48883,ZCTA5 48883,48356,12.5,7.0,16.7
8600000US48884,ZCTA5 48884,40185,16.8,8.3,10.8
8600000US48885,ZCTA5 48885,42361,4.5,7.1,17.5
8600000US48886,ZCTA5 48886,36886,18.3,4.9,10.5
8600000US48888,ZCTA5 48888,37859,24.3,9.0,10.6
8600000US48889,ZCTA5 48889,38984,16.5,6.5,7.0
8600000US48890,ZCTA5 48890,54398,8.8,6.1,12.1
8600000US48891,ZCTA5 48891,43433,9.7,8.2,13.0
8600000US48892,ZCTA5 48892,57875,9.8,4.6,16.6
8600000US48893,ZCTA5 48893,44660,18.7,7.0,17.9
8600000US48894,ZCTA5 48894,62083,4.1,4.6,15.7
8600000US48895,ZCTA5 48895,74661,9.0,4.0,40.6
8600000US48896,ZCTA5 48896,23750,60.5,10.3,0.0
8600000US48897,ZCTA5 48897,61667,3.1,2.0,14.6
8600000US48906,ZCTA5 48906,39648,26.6,7.4,23.5
8600000US48910,ZCTA5 48910,37829,26.8,8.1,26.7
8600000US48911,ZCTA5 48911,39364,24.6,9.5,21.3
8600000US48912,ZCTA5 48912,36696,28.4,8.8,37.7
8600000US48915,ZCTA5 48915,35760,34.0,7.4,23.4
8600000US48917,ZCTA5 48917,52146,10.4,6.1,33.4
8600000US48921,ZCTA5 48921,-,-,-,-
8600000US48933,ZCTA5 48933,15192,49.1,6.2,38.5
8600000US49001,ZCTA5 49001,33727,29.8,9.2,24.4
8600000US49002,ZCTA5 49002,42395,11.2,5.8,30.8
8600000US49004,ZCTA5 49004,50242,11.6,6.5,26.8
8600000US49006,ZCTA5 49006,33554,41.3,8.0,43.8
8600000US49007,ZCTA5 49007,25157,42.8,11.5,21.6
8600000US49008,ZCTA5 49008,47984,20.3,4.9,52.2
8600000US49009,ZCTA5 49009,52609,15.5,5.8,43.5
8600000US49010,ZCTA5 49010,47085,13.5,3.8,17.9
8600000US49011,ZCTA5 49011,49940,8.7,8.1,10.9
8600000US49012,ZCTA5 49012,61250,5.5,7.8,32.7
8600000US49013,ZCTA5 49013,37083,22.3,6.9,13.0
8600000US49014,ZCTA5 49014,46138,19.7,5.9,16.2
8600000US49015,ZCTA5 49015,49023,10.9,5.6,30.0
8600000US49017,ZCTA5 49017,44895,16.8,7.1,17.6
8600000US49021,ZCTA5 49021,51098,8.7,7.2,14.3
8600000US49022,ZCTA5 49022,26747,33.4,10.2,11.3
8600000US49024,ZCTA5 49024,63188,11.4,5.4,46.0
